User ID,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20
32,shrimp,cider,eggs,french fries,,,,,,,,,,,,,,,,
19,champagne,,,,,,,,,,,,,,,,,,,
24,salad,,,,,,,,,,,,,,,,,,,
54,french fries,,,,,,,,,,,,,,,,,,,
66,frozen vegetables,mineral water,energy bar,honey,rice,green tea,,,,,,,,,,,,,,
72,french fries,salad,,,,,,,,,,,,,,,,,,
82,honey,chocolate,french fries,brownies,,,,,,,,,,,,,,,,
9,green tea,strawberries,gluten free bar,,,,,,,,,,,,,,,,,
27,frozen vegetables,ground beef,mineral water,salmon,honey,extra dark chocolate,green tea,mushroom cream sauce,gluten free bar,,,,,,,,,,,
75,grated cheese,tomatoes,mineral water,meatballs,,,,,,,,,,,,,,,,
38,shrimp,chocolate,water spray,,,,,,,,,,,,,,,,,
51,turkey,,,,,,,,,,,,,,,,,,,
6,turkey,eggs,,,,,,,,,,,,,,,,,,
24,turkey,frozen vegetables,tomatoes,soup,butter,french wine,pancakes,eggs,tomato juice,fresh bread,green tea,,,,,,,,,
52,spaghetti,,,,,,,,,,,,,,,,,,,
65,milk,frozen smoothie,low fat yogurt,,,,,,,,,,,,,,,,,
100,burgers,mineral water,milk,whole wheat rice,cereals,chocolate,french fries,,,,,,,,,,,,,
74,mineral water,,,,,,,,,,,,,,,,,,,
79,tomatoes,mineral water,soup,cake,chocolate,,,,,,,,,,,,,,,
25,mineral water,,,,,,,,,,,,,,,,,,,
6,ground beef,spaghetti,,,,,,,,,,,,,,,,,,
49,pepper,frozen smoothie,,,,,,,,,,,,,,,,,,
40,yogurt cake,,,,,,,,,,,,,,,,,,,
4,red wine,pancakes,,,,,,,,,,,,,,,,,,
47,candy bars,,,,,,,,,,,,,,,,,,,
28,eggs,french fries,low fat yogurt,,,,,,,,,,,,,,,,,
94,cookies,,,,,,,,,,,,,,,,,,,
77,cookies,,,,,,,,,,,,,,,,,,,
52,spaghetti,soup,vegetables mix,spinach,french fries,escalope,cauliflower,toothpaste,,,,,,,,,,,,
52,cookies,,,,,,,,,,,,,,,,,,,
63,soup,olive oil,eggs,soda,corn,,,,,,,,,,,,,,,
79,chocolate,frozen smoothie,low fat yogurt,,,,,,,,,,,,,,,,,
86,spaghetti,mineral water,milk,pancakes,chocolate,french fries,,,,,,,,,,,,,,
80,mineral water,,,,,,,,,,,,,,,,,,,
37,herb & pepper,frozen vegetables,tomato sauce,mineral water,soup,milk,olive oil,almonds,,,,,,,,,,,,
24,burgers,eggs,,,,,,,,,,,,,,,,,,
42,french fries,,,,,,,,,,,,,,,,,,,
47,frozen smoothie,cottage cheese,,,,,,,,,,,,,,,,,,
14,tomatoes,mineral water,chocolate,light mayo,,,,,,,,,,,,,,,,
84,salmon,escalope,shallot,strawberries,fresh bread,low fat yogurt,,,,,,,,,,,,,,
87,energy bar,,,,,,,,,,,,,,,,,,,
82,red wine,ground beef,spaghetti,pancakes,blueberries,oil,cooking oil,tomato juice,,,,,,,,,,,,
39,ground beef,spaghetti,mineral water,milk,frozen smoothie,champagne,,,,,,,,,,,,,,
99,cookies,,,,,,,,,,,,,,,,,,,
46,salmon,escalope,,,,,,,,,,,,,,,,,,
91,cookies,,,,,,,,,,,,,,,,,,,
97,low fat yogurt,,,,,,,,,,,,,,,,,,,
76,eggs,,,,,,,,,,,,,,,,,,,
19,red wine,butter,hot dogs,,,,,,,,,,,,,,,,,
45,tomatoes,mineral water,soup,mashed potato,,,,,,,,,,,,,,,,
70,cookies,,,,,,,,,,,,,,,,,,,
86,parmesan cheese,ground beef,salmon,pancakes,champagne,,,,,,,,,,,,,,,
72,ground beef,yams,chocolate,olive oil,eggs,,,,,,,,,,,,,,,
84,shrimp,salmon,eggs,cookies,hot dogs,,,,,,,,,,,,,,,
39,magazines,mint,,,,,,,,,,,,,,,,,,
48,turkey,mineral water,eggs,cooking oil,extra dark chocolate,escalope,,,,,,,,,,,,,,
26,mineral water,mushroom cream sauce,,,,,,,,,,,,,,,,,,
44,grated cheese,frozen vegetables,mineral water,soup,milk,french wine,,,,,,,,,,,,,,
94,chocolate,cake,,,,,,,,,,,,,,,,,,
35,burgers,salt,white wine,,,,,,,,,,,,,,,,,
73,energy drink,,,,,,,,,,,,,,,,,,,
13,olive oil,cake,energy drink,,,,,,,,,,,,,,,,,
94,ground beef,whole wheat rice,,,,,,,,,,,,,,,,,,
45,eggs,french fries,,,,,,,,,,,,,,,,,,
5,spaghetti,escalope,mushroom cream sauce,,,,,,,,,,,,,,,,,
52,mineral water,fromage blanc,whole wheat rice,cake,french fries,,,,,,,,,,,,,,,
54,turkey,burgers,frozen vegetables,ground beef,mineral water,milk,eggs,cake,light mayo,,,,,,,,,,,
20,green tea,cottage cheese,,,,,,,,,,,,,,,,,,
16,fresh tuna,eggs,champagne,,,,,,,,,,,,,,,,,
95,cookies,,,,,,,,,,,,,,,,,,,
59,cookies,,,,,,,,,,,,,,,,,,,
82,cookies,,,,,,,,,,,,,,,,,,,
57,tomatoes,mineral water,eggplant,,,,,,,,,,,,,,,,,
44,grated cheese,tomatoes,spaghetti,mineral water,soup,honey,chicken,chocolate,french fries,,,,,,,,,,,
87,protein bar,,,,,,,,,,,,,,,,,,,
36,herb & pepper,red wine,shrimp,mineral water,barbecue sauce,protein bar,,,,,,,,,,,,,,
71,burgers,ham,spaghetti,mineral water,milk,eggs,french fries,escalope,pancakes,low fat yogurt,,,,,,,,,,
44,french fries,,,,,,,,,,,,,,,,,,,
39,frozen vegetables,soup,milk,eggs,whole wheat rice,chocolate,escalope,melons,,,,,,,,,,,,
18,spaghetti,,,,,,,,,,,,,,,,,,,
94,herb & pepper,shrimp,soup,eggs,oil,cooking oil,energy drink,protein bar,low fat yogurt,,,,,,,,,,,
18,ham,grated cheese,herb & pepper,shrimp,ground beef,spaghetti,mineral water,carrots,,,,,,,,,,,,
63,ham,red wine,ground beef,yams,mineral water,chocolate,low fat yogurt,,,,,,,,,,,,,
33,chocolate,french fries,mushroom cream sauce,cottage cheese,low fat yogurt,,,,,,,,,,,,,,,
93,eggs,,,,,,,,,,,,,,,,,,,
89,cake,cookies,,,,,,,,,,,,,,,,,,
90,grated cheese,mineral water,cake,chocolate bread,,,,,,,,,,,,,,,,
35,tomatoes,almonds,cake,champagne,low fat yogurt,,,,,,,,,,,,,,,
5,herb & pepper,shrimp,frozen vegetables,milk,butter,salmon,eggs,chocolate,,,,,,,,,,,,
24,herb & pepper,shrimp,whole wheat pasta,whole wheat rice,chicken,green tea,cauliflower,,,,,,,,,,,,,
6,eggs,corn,,,,,,,,,,,,,,,,,,
13,shrimp,frozen vegetables,tomato sauce,mineral water,chocolate,soup,olive oil,salmon,green beans,champagne,,,,,,,,,,
55,ham,herb & pepper,tomato sauce,mineral water,green grapes,eggs,gums,light cream,oil,green tea,mint,,,,,,,,,
80,energy bar,cake,chocolate,,,,,,,,,,,,,,,,,
10,herb & pepper,shrimp,spaghetti,eggs,,,,,,,,,,,,,,,,
61,fresh tuna,mineral water,honey,cooking oil,,,,,,,,,,,,,,,,
36,red wine,mineral water,oil,ketchup,chili,pet food,eggplant,green tea,escalope,tomato juice,low fat yogurt,,,,,,,,,
85,herb & pepper,shrimp,mineral water,pancakes,eggs,cake,blueberries,tea,frozen smoothie,,,,,,,,,,,
26,ground beef,mineral water,protein bar,,,,,,,,,,,,,,,,,
61,shrimp,frozen vegetables,parmesan cheese,spaghetti,salmon,carrots,frozen smoothie,pasta,mashed potato,shallot,light mayo,magazines,,,,,,,,
14,milk,chocolate,,,,,,,,,,,,,,,,,,
39,frozen vegetables,ground beef,spaghetti,olive oil,whole wheat rice,eggplant,cottage cheese,,,,,,,,,,,,,
28,turkey,ground beef,low fat yogurt,,,,,,,,,,,,,,,,,
51,herb & pepper,spaghetti,mineral water,whole wheat rice,cake,hot dogs,green tea,,,,,,,,,,,,,
88,green tea,,,,,,,,,,,,,,,,,,,
13,cookies,,,,,,,,,,,,,,,,,,,
12,eggs,cookies,,,,,,,,,,,,,,,,,,
98,spaghetti,eggs,ham,chocolate,french fries,champagne,brownies,pancakes,light mayo,,,,,,,,,,,
34,red wine,spaghetti,milk,eggs,chocolate,,,,,,,,,,,,,,,
89,turkey,burgers,pancakes,french fries,strawberries,green tea,,,,,,,,,,,,,,
86,escalope,,,,,,,,,,,,,,,,,,,
18,frozen vegetables,pancakes,eggs,cake,,,,,,,,,,,,,,,,
82,french fries,,,,,,,,,,,,,,,,,,,
52,turkey,ground beef,pepper,spaghetti,honey,cookies,,,,,,,,,,,,,,
5,chocolate,red wine,tomato sauce,olive oil,chili,french fries,cookies,salt,fresh bread,magazines,,,,,,,,,,
5,green tea,french fries,,,,,,,,,,,,,,,,,,
35,mineral water,,,,,,,,,,,,,,,,,,,
46,cooking oil,,,,,,,,,,,,,,,,,,,
67,frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,,
35,ham,spaghetti,,,,,,,,,,,,,,,,,,
25,chicken,chocolate,cookies,,,,,,,,,,,,,,,,,
84,low fat yogurt,,,,,,,,,,,,,,,,,,,
5,eggs,cake,low fat yogurt,,,,,,,,,,,,,,,,,
18,shrimp,spaghetti,mineral water,soup,milk,bramble,frozen smoothie,cottage cheese,,,,,,,,,,,,
53,mineral water,eggs,protein bar,,,,,,,,,,,,,,,,,
29,turkey,shrimp,meatballs,butter,eggs,salad,green tea,,,,,,,,,,,,,
88,fresh tuna,spaghetti,chocolate,olive oil,chicken,french fries,,,,,,,,,,,,,,
74,turkey,shrimp,escalope,hot dogs,,,,,,,,,,,,,,,,
47,burgers,pepper,soup,milk,pancakes,green tea,,,,,,,,,,,,,,
39,pancakes,,,,,,,,,,,,,,,,,,,
88,mineral water,pancakes,eggs,french fries,,,,,,,,,,,,,,,,
62,eggs,escalope,low fat yogurt,,,,,,,,,,,,,,,,,
88,mineral water,french wine,gluten free bar,,,,,,,,,,,,,,,,,
82,burgers,ground beef,spaghetti,eggs,french fries,,,,,,,,,,,,,,,
71,soup,meatballs,milk,energy bar,,,,,,,,,,,,,,,,
88,chocolate,,,,,,,,,,,,,,,,,,,
18,herb & pepper,,,,,,,,,,,,,,,,,,,
55,turkey,red wine,mineral water,eggs,bramble,,,,,,,,,,,,,,,
14,burgers,ham,frozen vegetables,tomatoes,cake,chicken,green tea,toothpaste,mint,,,,,,,,,,,
5,grated cheese,mineral water,olive oil,energy bar,,,,,,,,,,,,,,,,
87,milk,cake,green tea,,,,,,,,,,,,,,,,,
69,mineral water,almonds,cooking oil,cereals,protein bar,white wine,green tea,,,,,,,,,,,,,
33,turkey,fresh tuna,mineral water,milk,eggs,cake,burger sauce,chicken,french fries,frozen smoothie,fresh bread,,,,,,,,,
95,herb & pepper,mineral water,whole wheat rice,yogurt cake,low fat yogurt,,,,,,,,,,,,,,,
75,tomatoes,spaghetti,meatballs,chicken,eggs,,,,,,,,,,,,,,,
56,burgers,mineral water,eggs,green tea,pancakes,,,,,,,,,,,,,,,
51,cake,green tea,,,,,,,,,,,,,,,,,,
81,chocolate,herb & pepper,yogurt cake,,,,,,,,,,,,,,,,,
2,ground beef,spaghetti,mineral water,almonds,salmon,nonfat milk,green grapes,pancakes,,,,,,,,,,,,
11,mineral water,vegetables mix,eggs,,,,,,,,,,,,,,,,,
35,protein bar,,,,,,,,,,,,,,,,,,,
45,eggs,eggplant,,,,,,,,,,,,,,,,,,
8,mayonnaise,,,,,,,,,,,,,,,,,,,
43,milk,bug spray,oatmeal,sandwich,asparagus,,,,,,,,,,,,,,,
83,frozen vegetables,soup,almonds,eggs,french fries,,,,,,,,,,,,,,,
93,frozen vegetables,,,,,,,,,,,,,,,,,,,
8,soup,butter,shampoo,,,,,,,,,,,,,,,,,
94,herb & pepper,whole wheat pasta,pepper,eggs,,,,,,,,,,,,,,,,
93,mineral water,whole wheat rice,rice,cooking oil,chocolate,fresh bread,low fat yogurt,,,,,,,,,,,,,
80,grated cheese,butter,chocolate,french fries,cookies,,,,,,,,,,,,,,,
79,spaghetti,soup,milk,chutney,cooking oil,asparagus,tomato juice,,,,,,,,,,,,,
8,eggs,french fries,frozen smoothie,cookies,champagne,cottage cheese,green tea,,,,,,,,,,,,,
78,turkey,tomatoes,mineral water,eggs,blueberries,,,,,,,,,,,,,,,
57,milk,tomato juice,low fat yogurt,green tea,,,,,,,,,,,,,,,,
18,mineral water,soup,almonds,cereals,green tea,,,,,,,,,,,,,,,
73,chocolate,light mayo,,,,,,,,,,,,,,,,,,
59,turkey,herb & pepper,chocolate,,,,,,,,,,,,,,,,,
43,eggs,french fries,green tea,,,,,,,,,,,,,,,,,
70,mineral water,cake,chocolate,tomato juice,,,,,,,,,,,,,,,,
77,eggs,,,,,,,,,,,,,,,,,,,
4,chocolate,pepper,spaghetti,mineral water,whole wheat rice,champagne,mushroom cream sauce,,,,,,,,,,,,,
34,frozen vegetables,pepper,mineral water,chocolate,white wine,,,,,,,,,,,,,,,
19,burgers,turkey,spaghetti,milk,whole wheat rice,oil,tomato juice,green tea,,,,,,,,,,,,
22,burgers,spaghetti,mineral water,soup,french wine,french fries,light mayo,low fat yogurt,,,,,,,,,,,,
45,butter,green grapes,frozen smoothie,low fat yogurt,,,,,,,,,,,,,,,,
40,eggs,low fat yogurt,,,,,,,,,,,,,,,,,,
83,cookies,,,,,,,,,,,,,,,,,,,
77,milk,energy drink,,,,,,,,,,,,,,,,,,
97,olive oil,energy drink,,,,,,,,,,,,,,,,,,
81,eggs,cookies,,,,,,,,,,,,,,,,,,
66,eggs,,,,,,,,,,,,,,,,,,,
54,energy bar,eggs,,,,,,,,,,,,,,,,,,
52,eggs,,,,,,,,,,,,,,,,,,,
92,eggs,green tea,,,,,,,,,,,,,,,,,,
19,escalope,,,,,,,,,,,,,,,,,,,
20,shrimp,soup,milk,almonds,eggs,oil,chocolate,,,,,,,,,,,,,
1,chocolate,french fries,,,,,,,,,,,,,,,,,,
72,cake,,,,,,,,,,,,,,,,,,,
34,pancakes,eggs,cake,green tea,toothpaste,,,,,,,,,,,,,,,
70,herb & pepper,tomatoes,ground beef,eggs,cooking oil,,,,,,,,,,,,,,,
44,cider,eggs,chocolate,low fat yogurt,,,,,,,,,,,,,,,,
96,frozen vegetables,cider,eggs,french fries,,,,,,,,,,,,,,,,
87,yams,cookies,toothpaste,,,,,,,,,,,,,,,,,
75,mineral water,milk,escalope,champagne,hot dogs,fresh bread,,,,,,,,,,,,,,
24,ham,herb & pepper,spaghetti,mineral water,chocolate,pancakes,eggs,,,,,,,,,,,,,
58,pepper,mineral water,escalope,shallot,protein bar,white wine,,,,,,,,,,,,,,
23,turkey,parmesan cheese,spaghetti,meatballs,butter,,,,,,,,,,,,,,,
83,herb & pepper,eggs,escalope,,,,,,,,,,,,,,,,,
10,herb & pepper,,,,,,,,,,,,,,,,,,,
46,burgers,escalope,shallot,,,,,,,,,,,,,,,,,
99,chocolate,pepper,tomato sauce,tomato juice,,,,,,,,,,,,,,,,
58,cookies,,,,,,,,,,,,,,,,,,,
100,burgers,ground beef,spaghetti,mineral water,escalope,melons,,,,,,,,,,,,,,
2,frozen vegetables,mineral water,soup,milk,olive oil,,,,,,,,,,,,,,,
25,turkey,eggs,french fries,asparagus,low fat yogurt,zucchini,,,,,,,,,,,,,,
14,burgers,frozen vegetables,gums,,,,,,,,,,,,,,,,,
80,herb & pepper,frozen vegetables,ground beef,milk,,,,,,,,,,,,,,,,
26,frozen vegetables,cake,light cream,mashed potato,,,,,,,,,,,,,,,,
37,milk,,,,,,,,,,,,,,,,,,,
87,turkey,eggs,barbecue sauce,,,,,,,,,,,,,,,,,
69,escalope,,,,,,,,,,,,,,,,,,,
99,parmesan cheese,french fries,,,,,,,,,,,,,,,,,,
79,energy bar,eggs,,,,,,,,,,,,,,,,,,
26,soup,escalope,mint,,,,,,,,,,,,,,,,,
13,muffins,chicken,zucchini,,,,,,,,,,,,,,,,,
36,burgers,eggs,french fries,cookies,green tea,,,,,,,,,,,,,,,
97,spaghetti,,,,,,,,,,,,,,,,,,,
96,avocado,energy bar,chocolate,,,,,,,,,,,,,,,,,
58,cookies,,,,,,,,,,,,,,,,,,,
69,green tea,,,,,,,,,,,,,,,,,,,
26,whole wheat pasta,spaghetti,mineral water,olive oil,,,,,,,,,,,,,,,,
11,grated cheese,frozen vegetables,eggs,gums,escalope,low fat yogurt,,,,,,,,,,,,,,
66,grated cheese,herb & pepper,mineral water,pancakes,chocolate,escalope,tomato juice,,,,,,,,,,,,,
17,chocolate,spaghetti,yams,flax seed,salmon,frozen smoothie,,,,,,,,,,,,,,
20,burger sauce,oil,,,,,,,,,,,,,,,,,,
91,eggs,french fries,energy drink,,,,,,,,,,,,,,,,,
81,mineral water,,,,,,,,,,,,,,,,,,,
56,grated cheese,ground beef,mineral water,olive oil,,,,,,,,,,,,,,,,
26,eggs,low fat yogurt,,,,,,,,,,,,,,,,,,
27,parmesan cheese,spaghetti,soda,pet food,white wine,,,,,,,,,,,,,,,
26,turkey,shrimp,olive oil,chicken,eggs,extra dark chocolate,melons,fresh bread,,,,,,,,,,,,
36,pickles,ground beef,yams,milk,strong cheese,salmon,muffins,french fries,escalope,,,,,,,,,,,
55,pepper,spaghetti,light cream,,,,,,,,,,,,,,,,,
97,frozen vegetables,mineral water,eggs,,,,,,,,,,,,,,,,,
37,spaghetti,chicken,tea,pancakes,gluten free bar,,,,,,,,,,,,,,,
14,fresh tuna,turkey,herb & pepper,spaghetti,mineral water,mint,,,,,,,,,,,,,,
27,spaghetti,mineral water,cooking oil,escalope,,,,,,,,,,,,,,,,
81,soup,,,,,,,,,,,,,,,,,,,
95,burgers,herb & pepper,spaghetti,,,,,,,,,,,,,,,,,
92,cookies,shallot,strawberries,,,,,,,,,,,,,,,,,
29,fresh tuna,chocolate,shrimp,whole wheat pasta,pepper,mineral water,soup,milk,salmon,,,,,,,,,,,
21,yams,mineral water,avocado,milk,butter,cooking oil,chocolate,cottage cheese,,,,,,,,,,,,
5,ham,eggs,french fries,energy drink,,,,,,,,,,,,,,,,
11,mineral water,avocado,,,,,,,,,,,,,,,,,,
74,cookies,,,,,,,,,,,,,,,,,,,
7,chocolate,butter,eggs,green tea,cottage cheese,mayonnaise,,,,,,,,,,,,,,
7,eggs,mushroom cream sauce,low fat yogurt,,,,,,,,,,,,,,,,,
25,antioxydant juice,chocolate,,,,,,,,,,,,,,,,,,
46,ground beef,spaghetti,french fries,green tea,,,,,,,,,,,,,,,,
22,cake,,,,,,,,,,,,,,,,,,,
23,turkey,red wine,mineral water,pancakes,eggs,whole wheat rice,cooking oil,chocolate,zucchini,,,,,,,,,,,
14,chocolate,parmesan cheese,mineral water,olive oil,bacon,,,,,,,,,,,,,,,
40,green grapes,gums,,,,,,,,,,,,,,,,,,
82,shrimp,frozen vegetables,parmesan cheese,milk,eggs,cooking oil,chocolate,french fries,,,,,,,,,,,,
2,ground beef,mineral water,milk,eggs,,,,,,,,,,,,,,,,
37,escalope,,,,,,,,,,,,,,,,,,,
47,turkey,cookies,,,,,,,,,,,,,,,,,,
17,ground beef,mineral water,chocolate,green tea,,,,,,,,,,,,,,,,
86,whole wheat pasta,spaghetti,olive oil,butter,chocolate,french fries,tomato juice,low fat yogurt,,,,,,,,,,,,
43,red wine,,,,,,,,,,,,,,,,,,,
37,frozen vegetables,mineral water,eggs,gums,cooking oil,frozen smoothie,cottage cheese,low fat yogurt,,,,,,,,,,,,
91,turkey,grated cheese,energy bar,vegetables mix,brownies,,,,,,,,,,,,,,,
16,turkey,burgers,nonfat milk,cooking oil,energy drink,,,,,,,,,,,,,,,
75,french fries,low fat yogurt,,,,,,,,,,,,,,,,,,
98,muffins,,,,,,,,,,,,,,,,,,,
35,herb & pepper,mineral water,salmon,whole wheat rice,cake,green tea,,,,,,,,,,,,,,
21,mineral water,cake,chocolate,low fat yogurt,candy bars,,,,,,,,,,,,,,,
21,grated cheese,mineral water,chocolate,soup,milk,olive oil,light cream,chicken,,,,,,,,,,,,
5,mineral water,strawberries,,,,,,,,,,,,,,,,,,
36,escalope,,,,,,,,,,,,,,,,,,,
70,grated cheese,parmesan cheese,butter,whole wheat rice,cooking oil,,,,,,,,,,,,,,,
50,ground beef,mint,,,,,,,,,,,,,,,,,,
47,cookies,,,,,,,,,,,,,,,,,,,
14,ground beef,avocado,milk,chicken,rice,,,,,,,,,,,,,,,
24,frozen vegetables,soup,eggs,low fat yogurt,,,,,,,,,,,,,,,,
65,herb & pepper,ground beef,spaghetti,mineral water,chocolate,black tea,french wine,pancakes,rice,green tea,toothpaste,,,,,,,,,
10,shrimp,parmesan cheese,mineral water,eggs,cake,oil,cooking oil,toothpaste,low fat yogurt,,,,,,,,,,,
64,ham,herb & pepper,frozen vegetables,tomatoes,spaghetti,olive oil,black tea,vegetables mix,cooking oil,green tea,frozen smoothie,mint,,,,,,,,
87,chicken,cider,eggs,,,,,,,,,,,,,,,,,
76,shrimp,tomato sauce,mineral water,chocolate,escalope,mint,,,,,,,,,,,,,,
40,energy drink,,,,,,,,,,,,,,,,,,,
84,ham,spaghetti,mineral water,energy bar,eggs,cooking oil,pancakes,fresh bread,low fat yogurt,,,,,,,,,,,
24,shrimp,frozen vegetables,tomatoes,,,,,,,,,,,,,,,,,
77,turkey,herb & pepper,frozen vegetables,ground beef,yams,mineral water,salmon,,,,,,,,,,,,,
31,shrimp,mineral water,,,,,,,,,,,,,,,,,,
80,turkey,ground beef,spaghetti,soup,escalope,yogurt cake,,,,,,,,,,,,,,
43,shrimp,pepper,mineral water,soup,milk,eggs,rice,barbecue sauce,clothes accessories,cookies,,,,,,,,,,
61,burgers,pancakes,,,,,,,,,,,,,,,,,,
39,low fat yogurt,,,,,,,,,,,,,,,,,,,
100,mineral water,milk,,,,,,,,,,,,,,,,,,
85,milk,,,,,,,,,,,,,,,,,,,
2,chocolate,,,,,,,,,,,,,,,,,,,
43,whole wheat pasta,mineral water,olive oil,pancakes,,,,,,,,,,,,,,,,
88,yams,mineral water,eggs,cake,,,,,,,,,,,,,,,,
73,turkey,french fries,,,,,,,,,,,,,,,,,,
29,shrimp,spaghetti,yams,mineral water,chocolate,olive oil,light cream,chicken,green tea,french fries,sandwich,white wine,,,,,,,,
34,mineral water,milk,salmon,green tea,cookies,fresh bread,,,,,,,,,,,,,,
89,spaghetti,olive oil,,,,,,,,,,,,,,,,,,
21,herb & pepper,spaghetti,,,,,,,,,,,,,,,,,,
74,spaghetti,mineral water,soup,salmon,pancakes,chicken,mint green tea,low fat yogurt,,,,,,,,,,,,
61,frozen vegetables,whole wheat pasta,ground beef,mineral water,chocolate,milk,olive oil,almonds,french wine,yogurt cake,fresh bread,,,,,,,,,
89,green tea,,,,,,,,,,,,,,,,,,,
99,burgers,grated cheese,spaghetti,nonfat milk,eggs,gums,chocolate,tomato juice,low fat yogurt,,,,,,,,,,,
53,ham,ground beef,olive oil,energy bar,chicken,brownies,white wine,,,,,,,,,,,,,
27,whole wheat pasta,mineral water,olive oil,cooking oil,frozen smoothie,green tea,,,,,,,,,,,,,,
13,vegetables mix,champagne,,,,,,,,,,,,,,,,,,
19,olive oil,,,,,,,,,,,,,,,,,,,
57,herb & pepper,ground beef,escalope,pancakes,green tea,,,,,,,,,,,,,,,
53,herb & pepper,frozen vegetables,ground beef,tomato sauce,spaghetti,mineral water,milk,french wine,eggs,whole wheat rice,chocolate,escalope,hot dogs,green tea,,,,,,
12,yams,carrots,,,,,,,,,,,,,,,,,,
82,chicken,,,,,,,,,,,,,,,,,,,
65,turkey,burgers,herb & pepper,ground beef,yams,mineral water,avocado,milk,almonds,muffins,eggs,french fries,,,,,,,,
95,whole wheat pasta,salmon,antioxydant juice,mint green tea,,,,,,,,,,,,,,,,
64,chocolate,french fries,strawberries,fresh bread,,,,,,,,,,,,,,,,
28,burgers,chocolate,shrimp,whole wheat pasta,ground beef,soup,energy bar, asparagus,,,,,,,,,,,,
14,mineral water,butter,pancakes,french fries,frozen smoothie,white wine,low fat yogurt,,,,,,,,,,,,,
40,muffins,eggs,,,,,,,,,,,,,,,,,,
97,turkey,shrimp,frozen vegetables,eggs,,,,,,,,,,,,,,,,
44,burgers,eggs,yogurt cake,,,,,,,,,,,,,,,,,
29,burgers,fresh tuna,shrimp,frozen vegetables,whole wheat pasta,yams,mineral water,olive oil,almonds,cake,chicken,extra dark chocolate,,,,,,,,
54,herb & pepper,ground beef,mineral water,chicken,,,,,,,,,,,,,,,,
5,frozen smoothie,,,,,,,,,,,,,,,,,,,
47,chicken,tomato juice,,,,,,,,,,,,,,,,,,
27,whole wheat pasta,olive oil,,,,,,,,,,,,,,,,,,
11,milk,energy bar,green tea,,,,,,,,,,,,,,,,,
30,grated cheese,herb & pepper,,,,,,,,,,,,,,,,,,
23,escalope,green tea,,,,,,,,,,,,,,,,,,
37,soup,meatballs,milk,almonds,green tea,,,,,,,,,,,,,,,
64,herb & pepper,pet food,cookies,,,,,,,,,,,,,,,,,
93,grated cheese,whole wheat pasta,olive oil,energy bar,light cream,oil,french fries,pancakes,low fat yogurt,,,,,,,,,,,
63,honey,,,,,,,,,,,,,,,,,,,
20,parmesan cheese,mineral water,fromage blanc,eggs,honey,frozen smoothie,,,,,,,,,,,,,,
90,bramble,zucchini,,,,,,,,,,,,,,,,,,
5,ground beef,pepper,milk,eggs,green tea,chocolate,white wine,,,,,,,,,,,,,
100,chocolate,red wine,butter,french fries,cookies,low fat yogurt,,,,,,,,,,,,,,
77,chocolate,spaghetti,bug spray,,,,,,,,,,,,,,,,,
13,cookies,,,,,,,,,,,,,,,,,,,
15,spaghetti,mineral water,vegetables mix,eggs,whole wheat rice,fresh bread,,,,,,,,,,,,,,
28,chocolate,grated cheese,mineral water,salmon,whole wheat rice,burger sauce,escalope,mushroom cream sauce,low fat yogurt,,,,,,,,,,,
77,spaghetti,champagne,,,,,,,,,,,,,,,,,,
83,frozen vegetables,mineral water,,,,,,,,,,,,,,,,,,
31,mineral water,body spray,low fat yogurt,,,,,,,,,,,,,,,,,
20,herb & pepper,red wine,whole wheat pasta,cake,tomato juice,,,,,,,,,,,,,,,
3,burgers,parmesan cheese,eggs,french fries,hot dogs,,,,,,,,,,,,,,,
8,mineral water,eggs,pancakes,,,,,,,,,,,,,,,,,
44,eggs,french fries,,,,,,,,,,,,,,,,,,
65,shrimp,frozen vegetables,tomatoes,spaghetti,,,,,,,,,,,,,,,,
22,mineral water,almonds,pancakes,chocolate,french fries,green tea,,,,,,,,,,,,,,
62,cake,french fries,escalope,,,,,,,,,,,,,,,,,
78,frozen vegetables,spaghetti,mineral water,milk,black tea,french wine,cider,chutney,salmon,,,,,,,,,,,
69,almonds,cake,low fat yogurt,,,,,,,,,,,,,,,,,
88,french fries,,,,,,,,,,,,,,,,,,,
61,hot dogs,,,,,,,,,,,,,,,,,,,
68,mineral water,soup,chicken,light cream,green tea,chocolate,champagne,low fat yogurt,,,,,,,,,,,,
92,ground beef,olive oil,,,,,,,,,,,,,,,,,,
89,french fries,cookies,green tea,,,,,,,,,,,,,,,,,
25,soup,blueberries,cooking oil,chocolate,cookies,champagne,salt,,,,,,,,,,,,,
59,chocolate,french fries,frozen smoothie,escalope,fresh bread,,,,,,,,,,,,,,,
20,yams,mint,,,,,,,,,,,,,,,,,,
91,frozen vegetables,ground beef,salmon,muffins,chocolate,magazines,,,,,,,,,,,,,,
54,fresh tuna,herb & pepper,parmesan cheese,milk,olive oil,pancakes,honey,cake,chocolate,,,,,,,,,,,
95,grated cheese,shrimp,butter,whole wheat rice,french fries,escalope,cookies,cottage cheese,,,,,,,,,,,,
20,energy bar,eggs,french fries,champagne,body spray,,,,,,,,,,,,,,,
96,burgers,eggs,french fries,,,,,,,,,,,,,,,,,
